Item,Reference,Estimate
Albums-AnaBelen_Veneo-02.jams,224.0,100.11
Albums-AnaBelen_Veneo-15.jams,122.0,nan
Albums-Ballroom_Magic-18.jams,90.0,nan
Albums-Chrisanne2-12.jams,204.0,nan
Albums-Chrisanne3-03.jams,84.0,176.66
Albums-Fire-03.jams,108.0,96.72
Albums-Fire-09.jams,104.0,nan
Albums-GloriaEstefan_MiTierra-06.jams,120.0,132.78
Albums-GloriaEstefan_MiTierra-08.jams,120.0,89.64
Albums-GloriaEstefan_MiTierra-11.jams,120.0,86.86
Albums-Latin_Jam-13.jams,128.0,nan
Albums-Latin_Jam-14.jams,104.0,nan
Albums-Latin_Jam-15.jams,104.0,nan
Albums-Latin_Jam2-13.jams,128.0,nan
Albums-Latin_Jam2-14.jams,104.0,nan
Albums-Latin_Jam2-15.jams,104.0,nan
Albums-Secret_Garden-01.jams,84.0,80.36
Albums-Secret_Garden-02.jams,94.0,86.28
Albums-Secret_Garden-05.jams,72.0,75.17
Albums-Step_By_Step-15.jams,153.0,204.01
Albums-Step_By_Step-16.jams,153.0,101.5
Albums-Step_By_Step-17.jams,153.0,204.2
Albums-Step_By_Step-18.jams,153.0,204.11
Albums-StrictlyDancing_Tango-09.jams,120.0,126.15
Albums-StrictlyDancing_Tango-13.jams,128.0,122.18
Media-103414.jams,124.0,nan
Media-103415.jams,124.0,nan
Media-103416.jams,124.0,116.06
Media-103417.jams,124.0,111.25
Media-104705.jams,81.0,nan
Media-105209.jams,92.0,81.98
Media-105210.jams,80.0,89.2
Media-105211.jams,96.0,79.84
Media-105213.jams,60.0,92.47
Media-105302.jams,87.0,83.21
