T (BPM),1.0
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,0.0
32.0,0.0
33.0,0.02
34.0,0.02
35.0,0.02
36.0,0.02
37.0,0.02
38.0,0.02
39.0,0.02
40.0,0.02
41.0,0.04
42.0,0.04
43.0,0.02
44.0,0.02
45.0,0.02
46.0,0.02
47.0,0.02
48.0,0.02
49.0,0.04
50.0,0.04
51.0,0.02
52.0,0.02
53.0,0.04
54.0,0.06
55.0,0.1
56.0,0.1
57.0,0.1
58.0,0.14
59.0,0.16
60.0,0.16
61.0,0.16
62.0,0.18
63.0,0.16
64.0,0.14
65.0,0.12
66.0,0.12
67.0,0.14
68.0,0.12
69.0,0.1
70.0,0.14
71.0,0.14
72.0,0.12
73.0,0.12
74.0,0.12
75.0,0.16
76.0,0.2
77.0,0.18
78.0,0.16
79.0,0.14
80.0,0.1
81.0,0.1
82.0,0.1
83.0,0.12
84.0,0.14
85.0,0.12
86.0,0.08
87.0,0.08
88.0,0.1
89.0,0.12
90.0,0.12
91.0,0.14
92.0,0.14
93.0,0.12
94.0,0.1
95.0,0.12
96.0,0.12
97.0,0.12
98.0,0.12
99.0,0.1
100.0,0.12
101.0,0.12
102.0,0.1
103.0,0.12
104.0,0.14
105.0,0.12
106.0,0.1
107.0,0.1
108.0,0.08
109.0,0.08
110.0,0.08
111.0,0.1
112.0,0.12
113.0,0.1
114.0,0.08
115.0,0.1
116.0,0.1
117.0,0.14
118.0,0.14
119.0,0.14
120.0,0.12
121.0,0.1
122.0,0.1
123.0,0.1
124.0,0.1
125.0,0.1
126.0,0.06
127.0,0.02
128.0,0.02
129.0,0.02
130.0,0.02
131.0,0.04
132.0,0.04
133.0,0.04
134.0,0.04
135.0,0.04
136.0,0.04
137.0,0.04
138.0,0.04
139.0,0.04
140.0,0.04
141.0,0.02
142.0,0.0
143.0,0.0
144.0,0.0
145.0,0.0
146.0,0.0
147.0,0.02
148.0,0.02
149.0,0.02
150.0,0.02
151.0,0.02
152.0,0.02
153.0,0.04
154.0,0.04
155.0,0.04
156.0,0.04
157.0,0.02
158.0,0.02
159.0,0.02
160.0,0.02
161.0,0.02
162.0,0.02
163.0,0.0
164.0,0.0
165.0,0.0
166.0,0.0
167.0,0.0
168.0,0.0
169.0,0.0
170.0,0.0
171.0,0.0
172.0,0.0
173.0,0.0
174.0,0.0
175.0,0.0
176.0,0.0
177.0,0.0
178.0,0.0
179.0,0.0
180.0,0.0
181.0,0.0
182.0,0.0
183.0,0.0
184.0,0.0
185.0,0.0
186.0,0.0
187.0,0.0
188.0,0.0
189.0,0.0
190.0,0.0
191.0,0.0
192.0,0.0
193.0,0.0
194.0,0.0
195.0,0.0
196.0,0.0
197.0,0.0
198.0,0.0
199.0,0.0
200.0,0.0
201.0,0.0
202.0,0.0
203.0,0.0
204.0,0.0
205.0,0.0
206.0,0.0
207.0,0.0
208.0,0.0
209.0,0.0
210.0,0.0
211.0,0.0
212.0,0.0
213.0,0.0
214.0,0.0
215.0,0.0
216.0,0.0
217.0,0.0
218.0,0.0
219.0,0.0
220.0,0.0
221.0,0.0
222.0,0.0
223.0,0.0
224.0,0.0
225.0,0.0
226.0,0.0
227.0,0.0
228.0,0.0
229.0,0.0
230.0,0.0
231.0,0.0
232.0,0.0
233.0,0.0
234.0,0.0
235.0,0.0
236.0,0.0
237.0,0.0
238.0,0.0
239.0,0.0
240.0,0.0
241.0,0.0
242.0,0.0
243.0,0.0
244.0,0.0
245.0,0.0
246.0,0.0
247.0,0.0
248.0,0.0
249.0,0.0
250.0,0.0
251.0,0.0
252.0,0.0
253.0,0.0
254.0,0.0
255.0,0.0
256.0,0.0
257.0,0.0
258.0,0.0
259.0,0.0
260.0,0.0
261.0,0.0
262.0,0.0
263.0,0.0
264.0,0.0
265.0,0.0
266.0,0.0
267.0,0.0
268.0,0.0
269.0,0.0
270.0,0.0
271.0,0.0
272.0,0.0
273.0,0.0
274.0,0.0
275.0,0.0
276.0,0.0
277.0,0.0
278.0,0.0
279.0,0.0
280.0,0.0
281.0,0.0
282.0,0.0
283.0,0.0
284.0,0.0
285.0,0.0
286.0,0.0
287.0,0.0
288.0,0.0
289.0,0.0
290.0,0.0
291.0,0.0
292.0,0.0
293.0,0.0
294.0,0.0
295.0,0.0
296.0,0.0
297.0,0.0
298.0,0.0
299.0,0.0
300.0,0.0
