Item,Reference,Estimate
006.jams,87.28,116
007.jams,62.842,87
012.jams,97.2619,108
013.jams,64.1988,139
019.jams,83.9821,168
022.jams,63.8424,128
024.jams,121.4892,134
037.jams,124.532,130
056.jams,108.7378,216
057.jams,86.3395,91
059.jams,66.8319,104
060.jams,101.9759,204
062.jams,132.2419,71
070.jams,97.0304,192
073.jams,77.2873,155
074.jams,91.5556,186
075.jams,60.6342,184
079.jams,151.621,77
091.jams,72.1623,108
102.jams,169.3288,84
103.jams,162.1733,81
107.jams,132.8648,166
110.jams,165.2838,83
114.jams,104.9624,208
121.jams,70.6604,87
122.jams,72.1003,87
123.jams,71.4268,87
124.jams,93.3898,87
125.jams,70.7354,87
126.jams,59.9587,87
127.jams,62.0777,87
128.jams,58.8761,87
130.jams,51.8635,87
132.jams,58.2321,87
133.jams,72.8353,87
135.jams,79.3136,87
137.jams,114.0116,75
138.jams,170.1039,117
139.jams,147.3249,132
140.jams,83.1897,94
141.jams,129.6254,158
146.jams,164.5542,82
150.jams,100.6198,138
171.jams,79.8028,160
189.jams,180.2214,90
190.jams,168.4582,88
193.jams,124.7083,90
205.jams,130.4821,87
209.jams,145.3581,73
219.jams,77.8338,84
220.jams,57.2261,87
243.jams,150.4759,77
