T (BPM),alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.7857142857142857,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.75,0.0625,0.0625,0.0,0.125,0.0625,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.75,0.1,0.15,0.0,0.1,0.05,0.0,0.0,0.0,0.0
43.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.72,0.08,0.16,0.0,0.16,0.04,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.7142857142857143,0.07142857142857142,0.17857142857142858,0.0,0.14285714285714285,0.07142857142857142,0.0,0.03571428571428571,0.0,0.0
45.0,0.0,0.03225806451612903,0.0967741935483871,0.0,0.0,0.0,0.0,0.03225806451612903,0.0967741935483871,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.03225806451612903,0.0,0.6774193548387096,0.06451612903225806,0.1935483870967742,0.0,0.16129032258064516,0.06451612903225806,0.0,0.03225806451612903,0.0,0.0
46.0,0.0,0.05128205128205128,0.10256410256410256,0.0,0.02564102564102564,0.0,0.0,0.07692307692307693,0.1282051282051282,0.0,0.0,0.0,0.02564102564102564,0.07692307692307693,0.0,0.07692307692307693,0.0,0.6923076923076923,0.07692307692307693,0.2564102564102564,0.02564102564102564,0.1794871794871795,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0
47.0,0.0,0.045454545454545456,0.09090909090909091,0.0,0.045454545454545456,0.0,0.0,0.09090909090909091,0.11363636363636363,0.0,0.0,0.0,0.045454545454545456,0.06818181818181818,0.0,0.06818181818181818,0.0,0.7272727272727273,0.06818181818181818,0.25,0.022727272727272728,0.1590909090909091,0.09090909090909091,0.0,0.045454545454545456,0.0,0.0
48.0,0.0,0.08163265306122448,0.08163265306122448,0.0,0.061224489795918366,0.0,0.0,0.12244897959183673,0.14285714285714285,0.0,0.0,0.0,0.061224489795918366,0.061224489795918366,0.0,0.061224489795918366,0.0,0.7346938775510204,0.061224489795918366,0.24489795918367346,0.02040816326530612,0.14285714285714285,0.08163265306122448,0.0,0.04081632653061224,0.02040816326530612,0.0
49.0,0.019230769230769232,0.09615384615384616,0.07692307692307693,0.0,0.057692307692307696,0.0,0.0,0.11538461538461539,0.15384615384615385,0.0,0.0,0.0,0.057692307692307696,0.057692307692307696,0.019230769230769232,0.07692307692307693,0.0,0.7115384615384616,0.057692307692307696,0.23076923076923078,0.019230769230769232,0.1346153846153846,0.07692307692307693,0.0,0.038461538461538464,0.019230769230769232,0.0
50.0,0.01694915254237288,0.0847457627118644,0.06779661016949153,0.0,0.05084745762711865,0.0,0.01694915254237288,0.13559322033898305,0.15254237288135594,0.0,0.0,0.0,0.05084745762711865,0.06779661016949153,0.01694915254237288,0.1016949152542373,0.05084745762711865,0.7288135593220338,0.0847457627118644,0.2711864406779661,0.03389830508474576,0.15254237288135594,0.0847457627118644,0.0,0.05084745762711865,0.01694915254237288,0.0
51.0,0.015873015873015872,0.07936507936507936,0.06349206349206349,0.0,0.047619047619047616,0.0,0.015873015873015872,0.12698412698412698,0.15873015873015872,0.0,0.0,0.0,0.06349206349206349,0.07936507936507936,0.015873015873015872,0.09523809523809523,0.047619047619047616,0.7301587301587301,0.07936507936507936,0.2698412698412698,0.031746031746031744,0.14285714285714285,0.09523809523809523,0.0,0.06349206349206349,0.031746031746031744,0.0
52.0,0.043478260869565216,0.17391304347826086,0.057971014492753624,0.0,0.057971014492753624,0.0,0.014492753623188406,0.15942028985507245,0.15942028985507245,0.0,0.0,0.0,0.057971014492753624,0.10144927536231885,0.043478260869565216,0.11594202898550725,0.057971014492753624,0.7536231884057971,0.10144927536231885,0.2753623188405797,0.028985507246376812,0.14492753623188406,0.11594202898550725,0.014492753623188406,0.08695652173913043,0.028985507246376812,0.0
53.0,0.05128205128205128,0.19230769230769232,0.07692307692307693,0.0,0.0641025641025641,0.01282051282051282,0.01282051282051282,0.19230769230769232,0.15384615384615385,0.0,0.0,0.0,0.05128205128205128,0.1282051282051282,0.10256410256410256,0.14102564102564102,0.10256410256410256,0.7564102564102564,0.1282051282051282,0.32051282051282054,0.02564102564102564,0.15384615384615385,0.11538461538461539,0.01282051282051282,0.08974358974358974,0.038461538461538464,0.0
54.0,0.06172839506172839,0.20987654320987653,0.08641975308641975,0.0,0.08641975308641975,0.012345679012345678,0.012345679012345678,0.18518518518518517,0.14814814814814814,0.0,0.0,0.0,0.04938271604938271,0.14814814814814814,0.12345679012345678,0.16049382716049382,0.12345679012345678,0.7654320987654321,0.14814814814814814,0.345679012345679,0.024691358024691357,0.14814814814814814,0.1111111111111111,0.012345679012345678,0.08641975308641975,0.037037037037037035,0.0
55.0,0.06896551724137931,0.20689655172413793,0.10344827586206896,0.011494252873563218,0.08045977011494253,0.022988505747126436,0.011494252873563218,0.20689655172413793,0.16091954022988506,0.0,0.0,0.0,0.05747126436781609,0.14942528735632185,0.12643678160919541,0.1839080459770115,0.13793103448275862,0.7701149425287356,0.16091954022988506,0.3563218390804598,0.022988505747126436,0.14942528735632185,0.10344827586206896,0.011494252873563218,0.09195402298850575,0.04597701149425287,0.0
56.0,0.06451612903225806,0.1935483870967742,0.12903225806451613,0.010752688172043012,0.08602150537634409,0.021505376344086023,0.021505376344086023,0.23655913978494625,0.1935483870967742,0.010752688172043012,0.0,0.0,0.08602150537634409,0.16129032258064516,0.12903225806451613,0.24731182795698925,0.17204301075268819,0.7741935483870968,0.1827956989247312,0.3763440860215054,0.053763440860215055,0.17204301075268819,0.0967741935483871,0.010752688172043012,0.10752688172043011,0.043010752688172046,0.0
57.0,0.08080808080808081,0.20202020202020202,0.13131313131313133,0.010101010101010102,0.08080808080808081,0.030303030303030304,0.020202020202020204,0.2727272727272727,0.21212121212121213,0.010101010101010102,0.0,0.0,0.1111111111111111,0.1717171717171717,0.1414141414141414,0.2828282828282828,0.20202020202020202,0.7878787878787878,0.2222222222222222,0.3939393939393939,0.0707070707070707,0.1919191919191919,0.10101010101010101,0.010101010101010102,0.10101010101010101,0.04040404040404041,0.030303030303030304
58.0,0.08,0.2,0.13,0.01,0.08,0.03,0.02,0.28,0.21,0.01,0.0,0.0,0.11,0.17,0.14,0.28,0.2,0.79,0.22,0.39,0.07,0.19,0.1,0.01,0.1,0.05,0.03
59.0,0.09615384615384616,0.22115384615384615,0.14423076923076922,0.019230769230769232,0.09615384615384616,0.038461538461538464,0.019230769230769232,0.3173076923076923,0.22115384615384615,0.019230769230769232,0.009615384615384616,0.0,0.1346153846153846,0.21153846153846154,0.14423076923076922,0.3269230769230769,0.2403846153846154,0.7980769230769231,0.25961538461538464,0.4326923076923077,0.08653846153846154,0.19230769230769232,0.125,0.009615384615384616,0.125,0.04807692307692308,0.04807692307692308
60.0,0.1,0.22727272727272727,0.15454545454545454,0.01818181818181818,0.1,0.03636363636363636,0.01818181818181818,0.32727272727272727,0.21818181818181817,0.01818181818181818,0.00909090909090909,0.0,0.14545454545454545,0.21818181818181817,0.15454545454545454,0.34545454545454546,0.2636363636363636,0.7909090909090909,0.2545454545454545,0.43636363636363634,0.08181818181818182,0.2,0.14545454545454545,0.00909090909090909,0.14545454545454545,0.045454545454545456,0.06363636363636363
61.0,0.10714285714285714,0.22321428571428573,0.15178571428571427,0.017857142857142856,0.09821428571428571,0.03571428571428571,0.017857142857142856,0.3482142857142857,0.21428571428571427,0.017857142857142856,0.008928571428571428,0.0,0.15178571428571427,0.22321428571428573,0.16071428571428573,0.36607142857142855,0.29464285714285715,0.7946428571428571,0.26785714285714285,0.4642857142857143,0.08928571428571429,0.21428571428571427,0.15178571428571427,0.008928571428571428,0.15178571428571427,0.044642857142857144,0.07142857142857142
62.0,0.10526315789473684,0.21929824561403508,0.15789473684210525,0.017543859649122806,0.11403508771929824,0.03508771929824561,0.017543859649122806,0.3684210526315789,0.24561403508771928,0.017543859649122806,0.008771929824561403,0.0,0.14912280701754385,0.22807017543859648,0.15789473684210525,0.37719298245614036,0.30701754385964913,0.7894736842105263,0.2894736842105263,0.47368421052631576,0.09649122807017543,0.21052631578947367,0.15789473684210525,0.008771929824561403,0.15789473684210525,0.043859649122807015,0.07894736842105263
63.0,0.11965811965811966,0.23076923076923078,0.1794871794871795,0.017094017094017096,0.13675213675213677,0.042735042735042736,0.017094017094017096,0.38461538461538464,0.28205128205128205,0.017094017094017096,0.008547008547008548,0.0,0.1794871794871795,0.23931623931623933,0.1794871794871795,0.4188034188034188,0.3333333333333333,0.8034188034188035,0.3162393162393162,0.49572649572649574,0.09401709401709402,0.24786324786324787,0.1623931623931624,0.008547008547008548,0.1623931623931624,0.042735042735042736,0.10256410256410256
64.0,0.1391304347826087,0.2608695652173913,0.19130434782608696,0.017391304347826087,0.1391304347826087,0.043478260869565216,0.017391304347826087,0.41739130434782606,0.2956521739130435,0.02608695652173913,0.017391304347826087,0.0,0.20869565217391303,0.25217391304347825,0.2,0.45217391304347826,0.3652173913043478,0.8173913043478261,0.3217391304347826,0.5130434782608696,0.09565217391304348,0.26956521739130435,0.16521739130434782,0.008695652173913044,0.16521739130434782,0.043478260869565216,0.11304347826086956
65.0,0.13934426229508196,0.26229508196721313,0.19672131147540983,0.01639344262295082,0.14754098360655737,0.04918032786885246,0.01639344262295082,0.4262295081967213,0.30327868852459017,0.03278688524590164,0.03278688524590164,0.0,0.2459016393442623,0.2540983606557377,0.20491803278688525,0.48360655737704916,0.4016393442622951,0.8278688524590164,0.32786885245901637,0.5,0.12295081967213115,0.28688524590163933,0.1721311475409836,0.00819672131147541,0.18032786885245902,0.04918032786885246,0.1557377049180328
66.0,0.14615384615384616,0.2846153846153846,0.2230769230769231,0.015384615384615385,0.17692307692307693,0.05384615384615385,0.015384615384615385,0.4307692307692308,0.3230769230769231,0.05384615384615385,0.046153846153846156,0.0,0.2846153846153846,0.24615384615384617,0.2076923076923077,0.5307692307692308,0.45384615384615384,0.8461538461538461,0.36923076923076925,0.5307692307692308,0.16153846153846155,0.3076923076923077,0.19230769230769232,0.023076923076923078,0.19230769230769232,0.06923076923076923,0.18461538461538463
67.0,0.15079365079365079,0.30952380952380953,0.23809523809523808,0.023809523809523808,0.18253968253968253,0.05555555555555555,0.015873015873015872,0.4603174603174603,0.3492063492063492,0.07142857142857142,0.06349206349206349,0.0,0.31746031746031744,0.2698412698412698,0.23015873015873015,0.5714285714285714,0.5079365079365079,0.8492063492063492,0.40476190476190477,0.5555555555555556,0.1746031746031746,0.31746031746031744,0.19047619047619047,0.023809523809523808,0.20634920634920634,0.09523809523809523,0.20634920634920634
68.0,0.15079365079365079,0.31746031746031744,0.24603174603174602,0.023809523809523808,0.18253968253968253,0.05555555555555555,0.015873015873015872,0.4523809523809524,0.3412698412698413,0.07936507936507936,0.07936507936507936,0.0,0.3253968253968254,0.2698412698412698,0.23015873015873015,0.6031746031746031,0.5317460317460317,0.8492063492063492,0.42063492063492064,0.5714285714285714,0.19047619047619047,0.31746031746031744,0.18253968253968253,0.031746031746031744,0.1984126984126984,0.10317460317460317,0.20634920634920634
69.0,0.15384615384615385,0.33076923076923076,0.26153846153846155,0.038461538461538464,0.19230769230769232,0.06153846153846154,0.023076923076923078,0.46923076923076923,0.36153846153846153,0.12307692307692308,0.12307692307692308,0.0,0.35384615384615387,0.2923076923076923,0.2692307692307692,0.6384615384615384,0.5769230769230769,0.8692307692307693,0.43846153846153846,0.6,0.23846153846153847,0.3384615384615385,0.2076923076923077,0.05384615384615385,0.2153846153846154,0.13846153846153847,0.23846153846153847
70.0,0.16153846153846155,0.3384615384615385,0.2846153846153846,0.05384615384615385,0.2076923076923077,0.06923076923076923,0.015384615384615385,0.47692307692307695,0.3923076923076923,0.15384615384615385,0.15384615384615385,0.0,0.38461538461538464,0.3076923076923077,0.2923076923076923,0.6615384615384615,0.6,0.8769230769230769,0.46153846153846156,0.6076923076923076,0.26153846153846155,0.34615384615384615,0.2076923076923077,0.06153846153846154,0.2153846153846154,0.16923076923076924,0.25384615384615383
71.0,0.1590909090909091,0.3333333333333333,0.3181818181818182,0.05303030303030303,0.2196969696969697,0.07575757575757576,0.022727272727272728,0.5075757575757576,0.4090909090909091,0.19696969696969696,0.19696969696969696,0.0,0.42424242424242425,0.30303030303030304,0.3106060606060606,0.696969696969697,0.6212121212121212,0.8787878787878788,0.4696969696969697,0.6363636363636364,0.2878787878787879,0.36363636363636365,0.20454545454545456,0.06060606060606061,0.2196969696969697,0.18181818181818182,0.2803030303030303
72.0,0.16030534351145037,0.3282442748091603,0.3435114503816794,0.061068702290076333,0.22900763358778625,0.0916030534351145,0.04580152671755725,0.5190839694656488,0.4198473282442748,0.21374045801526717,0.21374045801526717,0.022900763358778626,0.45038167938931295,0.31297709923664124,0.32061068702290074,0.7404580152671756,0.6564885496183206,0.8854961832061069,0.48854961832061067,0.6564885496183206,0.32061068702290074,0.3816793893129771,0.1984732824427481,0.06870229007633588,0.22137404580152673,0.20610687022900764,0.32061068702290074
73.0,0.1484375,0.3125,0.34375,0.078125,0.2421875,0.09375,0.046875,0.515625,0.4375,0.234375,0.2421875,0.0625,0.5,0.3203125,0.328125,0.75,0.6796875,0.890625,0.4921875,0.65625,0.3515625,0.3828125,0.203125,0.0703125,0.2265625,0.2265625,0.3515625
74.0,0.15625,0.3046875,0.3671875,0.1171875,0.2421875,0.09375,0.046875,0.5234375,0.4765625,0.296875,0.3046875,0.125,0.5625,0.3046875,0.3203125,0.7890625,0.6953125,0.8828125,0.53125,0.6484375,0.4140625,0.4140625,0.21875,0.0859375,0.234375,0.25,0.40625
75.0,0.16417910447761194,0.3358208955223881,0.39552238805970147,0.14925373134328357,0.2537313432835821,0.08955223880597014,0.06716417910447761,0.5522388059701493,0.48507462686567165,0.3656716417910448,0.3656716417910448,0.19402985074626866,0.6119402985074627,0.3208955223880597,0.3582089552238806,0.8208955223880597,0.7388059701492538,0.9029850746268657,0.5522388059701493,0.6716417910447762,0.4626865671641791,0.4701492537313433,0.22388059701492538,0.09701492537313433,0.2462686567164179,0.27611940298507465,0.4701492537313433
76.0,0.16666666666666666,0.3560606060606061,0.4090909090909091,0.1590909090909091,0.25757575757575757,0.09090909090909091,0.07575757575757576,0.5606060606060606,0.49242424242424243,0.4015151515151515,0.4015151515151515,0.22727272727272727,0.6439393939393939,0.3333333333333333,0.3712121212121212,0.8257575757575758,0.75,0.9015151515151515,0.5757575757575758,0.6742424242424242,0.48484848484848486,0.49242424242424243,0.23484848484848486,0.10606060606060606,0.25757575757575757,0.29545454545454547,0.5075757575757576
77.0,0.1732283464566929,0.3937007874015748,0.4251968503937008,0.1732283464566929,0.28346456692913385,0.09448818897637795,0.07086614173228346,0.5590551181102362,0.5039370078740157,0.4409448818897638,0.44881889763779526,0.25196850393700787,0.6535433070866141,0.33858267716535434,0.3779527559055118,0.8346456692913385,0.7716535433070866,0.905511811023622,0.5826771653543307,0.6692913385826772,0.48031496062992124,0.4881889763779528,0.25196850393700787,0.11811023622047244,0.2755905511811024,0.33858267716535434,0.5511811023622047
78.0,0.18181818181818182,0.3787878787878788,0.44696969696969696,0.19696969696969696,0.30303030303030304,0.09090909090909091,0.07575757575757576,0.5606060606060606,0.5075757575757576,0.4696969696969697,0.4772727272727273,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.4015151515151515,0.8257575757575758,0.7878787878787878,0.9090909090909091,0.5833333333333334,0.6666666666666666,0.49242424242424243,0.5,0.25757575757575757,0.11363636363636363,0.2803030303030303,0.3484848484848485,0.553030303030303
79.0,0.19117647058823528,0.3897058823529412,0.47058823529411764,0.2426470588235294,0.3088235294117647,0.09558823529411764,0.08823529411764706,0.5441176470588235,0.5220588235294118,0.5147058823529411,0.5147058823529411,0.3088235294117647,0.6838235294117647,0.375,0.41911764705882354,0.8455882352941176,0.8161764705882353,0.9117647058823529,0.5882352941176471,0.6691176470588235,0.5073529411764706,0.5294117647058824,0.25735294117647056,0.125,0.29411764705882354,0.36764705882352944,0.5808823529411765
80.0,0.1791044776119403,0.3880597014925373,0.4626865671641791,0.26865671641791045,0.3358208955223881,0.1044776119402985,0.08955223880597014,0.5597014925373134,0.5447761194029851,0.5597014925373134,0.5522388059701493,0.3358208955223881,0.7238805970149254,0.373134328358209,0.44029850746268656,0.8507462686567164,0.8208955223880597,0.917910447761194,0.6044776119402985,0.6716417910447762,0.5447761194029851,0.5447761194029851,0.23880597014925373,0.12686567164179105,0.26865671641791045,0.41044776119402987,0.5970149253731343
