Item,Reference,Estimate
blues.00037.jams,114.0,74
blues.00047.jams,52.0,74
blues.00093.jams,66.0,58
classical.00001.jams,38.0,58
classical.00003.jams,66.0,70
classical.00006.jams,92.0,97
classical.00007.jams,71.0,108
classical.00009.jams,57.0,87
classical.00012.jams,92.0,87
classical.00015.jams,80.0,87
classical.00018.jams,79.0,58
classical.00019.jams,92.0,97
classical.00032.jams,52.0,148
classical.00033.jams,62.0,148
classical.00036.jams,70.0,87
classical.00037.jams,68.0,130
classical.00039.jams,69.0,148
classical.00043.jams,65.0,60
classical.00044.jams,64.0,74
classical.00047.jams,68.0,101
classical.00050.jams,64.0,87
classical.00053.jams,106.0,72
classical.00055.jams,61.0,87
classical.00056.jams,40.0,71
classical.00057.jams,157.0,116
classical.00058.jams,70.0,67
classical.00065.jams,82.0,124
classical.00071.jams,72.0,138
classical.00072.jams,115.0,60
classical.00078.jams,66.0,74
classical.00080.jams,60.0,148
classical.00082.jams,57.0,54
classical.00083.jams,83.0,87
classical.00084.jams,55.0,52
classical.00087.jams,62.0,70
classical.00094.jams,92.0,87
classical.00095.jams,91.0,87
classical.00099.jams,43.0,90
country.00078.jams,70.0,67
country.00097.jams,38.0,57
disco.00047.jams,60.0,97
jazz.00003.jams,68.0,97
jazz.00004.jams,63.0,94
jazz.00014.jams,58.0,97
jazz.00016.jams,73.0,54
jazz.00019.jams,90.0,60
jazz.00026.jams,55.0,58
jazz.00030.jams,54.0,100
jazz.00031.jams,161.0,174
jazz.00049.jams,80.0,74
jazz.00050.jams,78.0,116
jazz.00056.jams,120.0,125
jazz.00077.jams,90.0,94
jazz.00097.jams,53.0,97
metal.00010.jams,95.0,140
metal.00014.jams,75.0,79
metal.00015.jams,130.0,90
metal.00017.jams,105.0,110
metal.00019.jams,106.0,222
metal.00020.jams,118.0,101
pop.00053.jams,64.0,58
reggae.00040.jams,93.0,116
