Item,Reference,Estimate
blues.00001.jams,68.0,103.0
blues.00003.jams,62.0,94.0
blues.00005.jams,69.0,110.0
blues.00006.jams,72.0,123.0
blues.00008.jams,168.0,85.0
blues.00011.jams,56.0,129.0
blues.00017.jams,168.0,83.0
blues.00023.jams,92.0,96.0
blues.00025.jams,95.0,91.0
blues.00032.jams,65.0,126.0
blues.00035.jams,66.0,126.0
blues.00037.jams,114.0,144.0
blues.00038.jams,126.0,89.0
blues.00039.jams,117.0,110.0
blues.00042.jams,60.0,89.0
blues.00044.jams,102.0,82.0
blues.00047.jams,52.0,152.0
blues.00049.jams,62.0,123.0
blues.00052.jams,50.0,101.0
blues.00056.jams,54.0,161.0
blues.00060.jams,75.0,152.0
blues.00061.jams,66.0,133.0
blues.00064.jams,78.0,157.0
blues.00065.jams,54.0,108.0
blues.00066.jams,81.0,161.0
blues.00067.jams,80.0,161.0
blues.00068.jams,80.0,161.0
blues.00069.jams,79.0,117.0
blues.00070.jams,74.0,148.0
blues.00071.jams,74.0,148.0
blues.00072.jams,69.0,103.0
blues.00073.jams,48.0,98.0
blues.00075.jams,60.0,117.0
blues.00076.jams,58.0,117.0
blues.00077.jams,74.0,148.0
blues.00079.jams,79.0,157.0
blues.00081.jams,102.0,152.0
blues.00082.jams,62.0,126.0
blues.00083.jams,66.0,133.0
blues.00085.jams,72.0,144.0
blues.00086.jams,61.0,123.0
blues.00089.jams,108.0,99.0
blues.00090.jams,71.0,140.0
blues.00091.jams,62.0,123.0
blues.00092.jams,81.0,117.0
blues.00093.jams,66.0,136.0
blues.00094.jams,52.0,103.0
blues.00095.jams,70.0,144.0
blues.00096.jams,58.0,123.0
classical.00001.jams,38.0,112.0
classical.00003.jams,66.0,136.0
classical.00004.jams,82.0,157.0
classical.00006.jams,48.0,101.0
classical.00007.jams,71.0,108.0
classical.00008.jams,136.0,120.0
classical.00009.jams,57.0,112.0
classical.00011.jams,76.0,148.0
classical.00012.jams,92.0,96.0
classical.00015.jams,80.0,105.0
classical.00016.jams,50.0,101.0
classical.00017.jams,87.0,91.0
classical.00018.jams,79.0,101.0
classical.00019.jams,47.0,86.0
classical.00021.jams,135.0,148.0
classical.00023.jams,92.0,101.0
classical.00024.jams,76.0,152.0
classical.00026.jams,78.0,115.0
classical.00027.jams,72.0,115.0
classical.00028.jams,160.0,136.0
classical.00029.jams,69.0,140.0
classical.00030.jams,120.0,115.0
classical.00031.jams,112.0,83.0
classical.00032.jams,44.0,115.0
classical.00033.jams,62.0,101.0
classical.00034.jams,52.0,117.0
classical.00035.jams,75.0,148.0
classical.00036.jams,70.0,115.0
classical.00037.jams,68.0,133.0
classical.00038.jams,72.0,133.0
classical.00039.jams,69.0,120.0
classical.00040.jams,54.0,136.0
classical.00041.jams,50.0,120.0
classical.00042.jams,64.0,96.0
classical.00043.jams,65.0,123.0
classical.00044.jams,64.0,129.0
classical.00046.jams,66.0,129.0
classical.00047.jams,68.0,129.0
classical.00049.jams,140.0,148.0
classical.00050.jams,64.0,98.0
classical.00051.jams,139.0,133.0
classical.00053.jams,77.0,105.0
classical.00054.jams,46.0,120.0
classical.00055.jams,61.0,94.0
classical.00056.jams,40.0,105.0
classical.00057.jams,59.0,108.0
classical.00058.jams,70.0,117.0
classical.00061.jams,77.0,152.0
classical.00062.jams,94.0,86.0
classical.00064.jams,45.0,94.0
classical.00065.jams,82.0,120.0
classical.00067.jams,91.0,103.0
classical.00069.jams,69.0,126.0
classical.00070.jams,54.0,105.0
classical.00071.jams,72.0,140.0
classical.00072.jams,115.0,120.0
classical.00074.jams,80.0,157.0
classical.00075.jams,56.0,99.0
classical.00077.jams,47.0,152.0
classical.00078.jams,66.0,120.0
classical.00079.jams,105.0,126.0
classical.00080.jams,60.0,105.0
classical.00081.jams,74.0,144.0
classical.00082.jams,57.0,112.0
classical.00083.jams,76.0,126.0
classical.00084.jams,55.0,112.0
classical.00087.jams,62.0,103.0
classical.00090.jams,102.0,108.0
classical.00092.jams,71.0,112.0
classical.00093.jams,70.0,136.0
classical.00094.jams,92.0,85.0
classical.00095.jams,91.0,120.0
classical.00096.jams,68.0,86.0
classical.00099.jams,43.0,91.0
country.00003.jams,80.0,161.0
country.00007.jams,50.0,101.0
country.00008.jams,66.0,133.0
country.00010.jams,80.0,120.0
country.00022.jams,62.0,94.0
country.00024.jams,64.0,129.0
country.00025.jams,72.0,144.0
country.00030.jams,80.0,157.0
country.00031.jams,55.0,110.0
