Item,davies2009/mirex_qm_tempotracker,schreiber2018/fcn,schreiber2018/cnn,percival2014/stem,schreiber2017/mirex2017,schreiber2017/ismir2017,boeck2015/tempodetector2016_default,schreiber2014/default
000/000002.jams,0.006145289010806913,0.0,0.0,0.0003406443929848312,-5.336332155092108e-05,-5.336332155092108e-05,0.005724643638183641,-5.336332155092108e-05
000/000005.jams,0.019104077232527907,0.0,0.0,0.005026239996700916,0.003273797293974328,0.003273797293974328,0.0,0.0027060339634670688
000/000010.jams,0.004462868488536361,0.0,0.0,-0.003353006878300135,-0.004877201648106642,-0.004877201648106642,-0.011510065860373557,-0.004877201648106642
000/000140.jams,0.01570966353228122,0.0,0.019899557437704798,0.0005489211719054713,-7.233693981764449e-05,-7.233693981764449e-05,-0.4265716104973977,-0.415109769423877
000/000141.jams,0.0047487842554576176,-0.014355292977070054,0.0,0.3964004318905497,0.44038261526037314,0.44038261526037314,0.009822521324095347,0.024237792547728457
000/000148.jams,0.42849082596152127,0.12101540096136584,0.070389327891398,-0.03093978769657761,-0.2861067077966705,-0.2861067077966705,0.18443899801570196,-0.4966985157771813
000/000182.jams,0.03617116989314686,0.00998408857262207,0.00998408857262207,0.010640614151917124,0.006234581030910158,0.006234581030910158,0.023255352300303185,0.006234581030910158
000/000190.jams,0.04766401711409708,0.014355292977070054,0.014355292977070054,0.01203940947831166,-0.0024129043470443577,-0.0024129043470443577,0.0,-0.0035528816286567854
000/000193.jams,0.033603646927642894,0.014499569695115169,0.014499569695115169,-0.008220506804968527,0.016637789667525764,0.016637789667525764,0.002620700159135839,0.016637789667525764
000/000194.jams,0.1505060786617558,0.0,0.0,0.08441500386609951,0.11105119819708226,0.11105119819708226,0.020086987634230096,-0.004788016444125759
000/000197.jams,0.08508467862864895,0.4656635723488118,0.0,0.4713881562868807,-0.008448897029585272,-0.008448827926314295,0.43054016609520845,-0.0070872724209393645
000/000200.jams,-0.4739828321204611,0.0,0.0,-0.3938166708516683,0.010429336173060268,0.010429336173060268,0.04394334758759686,-0.3693347522727301
000/000203.jams,0.0005511684169813306,0.011681805047635238,0.0,-0.024987273621984312,-0.005826337869421797,-0.005826337869421797,-0.006465541662623988,-0.005826337869421797
000/000204.jams,0.012611315883050369,-0.013296822613457734,0.0,0.45867289125980965,0.000782813624642746,0.000782813624642746,0.0011907245728894238,0.000782813624642746
000/000207.jams,-0.02655928139762727,-0.05246741989413554,0.21501289097085052,-0.034215715337912955,0.0353259146760833,0.0353259146760833,-0.11456508708495695,0.035821349394761656
000/000210.jams,0.42848859267190736,0.014950341465971604,-0.030373649043518865,0.24262790973843676,-0.007002103514509264,-0.007002103514509264,0.011599996683792588,-0.007002103514509264
000/000211.jams,0.02249801962803803,0.0,0.0,-0.004468748811186093,-0.004028182753242732,-0.004028182753242732,-0.011466785225546831,-0.001653358834562756
000/000212.jams,0.019104077232527907,0.0,0.0,-0.0019619560118419375,0.0015701535913714472,0.0015701535913714472,0.0,0.0015701535913714472
000/000213.jams,0.015712650550984537,0.0,0.0,0.005724863099148963,-0.0033922864900557998,-0.0033922864900557998,0.008711096712083578,0.0010178584373883252
000/000255.jams,0.0005511684169813306,0.0,0.0,0.0005511684169813306,-0.0021163900312919314,-0.0021163900312919314,-0.006465541662623988,-0.0016533606693560996
000/000256.jams,0.060422624394379905,0.0,0.024247546246677208,0.022286553340068398,0.05636496796561489,0.05636496796561489,0.024247546246677208,0.05636496796561489
000/000368.jams,0.010636636108736996,0.0,0.0,-0.00822001827339699,0.0033997894567149274,0.0033997894567149274,0.014461097314390752,0.0029795594926480457
000/000424.jams,0.20706677279207183,0.4209867656100302,-0.26065175452279976,0.18769865631636412,0.1562990460775899,-0.42866345464356614,0.46198740027861884,-0.012203010365861845
000/000459.jams,0.02590490023233289,-0.007694391790000759,-0.015430040569605924,-0.0005664457299618018,-0.0018553626073388465,-0.0018553626073388465,-0.0038420662943940928,-0.0018553626073388465
000/000534.jams,-0.1220011324693821,0.0,0.2334901302197785,-0.0932404226469243,-0.019203373260385664,-0.019203373260385664,-0.016273011886334288,-0.020762261563052657
000/000540.jams,0.13111596543319692,0.15795235977623645,-0.42701014094491985,0.13111596543319692,0.16093191926888448,0.16093191926888448,0.3099554532212865,-0.14417012060083392
000/000546.jams,-0.007245248020118205,-0.02748073642210701,0.02696704760026936,-0.029160233818786473,-0.038289456415783525,-0.038289456415783525,-0.03513061959055196,-0.038289456415783525
000/000574.jams,0.05113204264299114,0.0,0.03683676818037154,0.009791945166142768,0.018497274413637146,0.018497274413637146,-0.007731636841243449,-0.38432751625007605
000/000602.jams,0.024199924033484737,0.17615695515382698,0.0,0.16170428526661978,0.046590294308869525,0.046590294308869525,-0.0379678501990205,0.04515935665116181
000/000615.jams,-0.2939760359927702,0.22239242133644802,0.16992500144231237,-0.31566747800173295,-0.009982439659961442,-0.009982439659961442,-0.2820951397482816,-0.23277258313934465
000/000620.jams,0.036176753110700025,0.0,0.0,0.001524329182542226,-0.00029805036099369095,-0.00029805036099369095,-0.004851481473923584,-0.00029805036099369095
000/000621.jams,0.04767099614616679,-0.029146345659516508,0.0,0.033313749043520365,-0.00926658034276982,-0.00926658034276982,-0.023856359953366997,-0.43349323827277114
000/000625.jams,0.01063822732732532,0.06273575534796275,0.06273575534796275,-0.11066837597194314,0.05602483827662768,0.05602483827662768,0.03656194295030163,0.05602483827662768
000/000666.jams,0.04305811380111438,0.05363796360207323,0.0,0.014863804210266684,-0.010307850850066254,-0.010307850850066254,0.01446350186824337,-0.010741956756551558
000/000667.jams,0.001667051308266115,0.016119665363276994,0.0,0.00789857232020453,-0.0027202762556774434,-0.0027202762556774434,-0.012372545149739926,-0.0027202762556774434
000/000676.jams,0.4650167019866353,0.019899557437704798,0.019899557437704798,0.4375355189068819,0.02499137767301539,0.02499137767301539,0.4266374959626365,0.02343762472228599
000/000690.jams,0.3980095555034672,0.19094278271139542,0.29444735846525527,0.1770091481387106,-0.01045527670596378,-0.01045527670596378,0.36335623980202264,-0.011536662046251651
000/000694.jams,0.0022260712594234246,-0.016873818564396213,-0.016873818564396213,-0.003772711236168177,-0.0060747748904139654,-0.0060747748904139654,-0.004873122819294683,-0.006739009301150762
000/000695.jams,0.3339732271772314,-0.0072315692310758635,0.0,-0.0019619560118419375,0.00043317628261484013,0.00043317628261484013,-0.04729369236977574,0.0010018346101612174
000/000704.jams,0.019104077232527907,0.0,0.0,-0.008914486345777045,-0.0007044957003583519,-0.0007044957003583519,0.0,-0.0007044957003583519
000/000705.jams,0.014863594839644058,0.015430040569605969,0.007735648779605267,0.008320323252511946,0.006285281490723297,0.006285281490723297,0.011587974275211825,0.006285281490723297
000/000706.jams,0.051137346705311545,0.0,0.0,0.0022260712594234246,-0.001432669827427296,-0.001432669827427296,-0.004788963855240325,-0.001432669827427296
000/000707.jams,0.42924075040777304,0.014213859219700866,0.0,0.4197813005165644,0.004161239040497398,0.004161239040497398,0.009822521324095347,0.004161239040497398
000/000708.jams,-0.00891671963539101,-0.022367813028454427,-0.022367813028454427,-0.013414873601519535,-0.011470066518034814,-0.011470066518034814,-0.026205070347394003,-0.011470066518034814
000/000709.jams,0.02022962602412527,0.0,0.0,-0.011616741522688458,1.452200007038102e-05,1.452200007038102e-05,-0.001427547295631953,1.452200007038102e-05
000/000714.jams,-0.2495810791511165,0.3575520046180837,-0.14201900487242788,-0.19209558449035638,-0.3931553026716072,-0.3931553026716072,0.26534937549644955,-0.39393369541144224
000/000715.jams,-0.20377431877041705,-0.14201900487242788,-0.19264507794239588,-0.4687495577391307,0.45691520129130286,0.45691520129130286,0.4421694288170729,0.45691520129130286
000/000716.jams,-0.0309416301589763,-0.07400058144377693,0.070389327891398,-0.041829192566810246,-0.025458573333811345,-0.025458573333811345,-0.1287477411447469,0.05237248743713286
000/000718.jams,-0.45252113782139175,0.3554806545983888,-0.4436066514756146,-0.4935488946132544,0.2799645785725645,0.2799645785725645,-0.34404212431241765,0.0532595859514298
000/000777.jams,0.023636177332655328,0.0,0.0,0.0005488234655184055,0.004353092093367097,0.004353092093367097,0.02329863293512957,0.0029692460247544507
000/000814.jams,0.31370905367661167,0.289506617194985,-0.029443777892481968,0.28817061163764596,0.3050080555766541,0.3050080555766541,0.3066923435970062,0.2942711761473937
000/000821.jams,-0.007245248020118205,0.013546531837947923,0.013546531837947923,-0.014595807565541116,-0.014243951839688178,-0.014243951839688178,-0.010106964845150033,-0.014243951839688178
000/000822.jams,0.03617507814770278,0.0,0.0,-0.0019609929066089007,-0.00023036869978592092,-0.00023036869978592092,0.0,-0.00023036869978592092
000/000825.jams,-0.004746628801777076,0.0,-0.03435150479077704,-0.028206215779970272,-0.01872686144685735,-0.01872686144685735,-0.02854029858448833,-0.01872686144685735
000/000853.jams,-9.49144596461497e-06,-0.03847414781463567,-0.019108822947704676,-0.01583281853715369,-0.024563661074831506,-0.024563661074831506,-0.019108822947704676,-0.013189007686011653
000/000890.jams,0.2706420067477229,-0.4518742674592153,-0.4518742674592153,-0.3667903704806303,0.18707817199887797,0.18707817199887797,0.389104008999674,0.1941984270620327
000/000892.jams,0.05113572757256571,0.016678741146630392,0.033166863935199374,0.02647398041533627,-0.3887104431512412,-0.3887104431512412,0.037096131114559915,0.03582127458733139
000/000897.jams,0.42473938900270913,0.0,0.0,0.0064262691594330875,-0.00111099370096984,-0.00111099370096984,-0.004851481473923584,-0.000704619420338777
000/000993.jams,0.027611389679336986,0.0,0.0,0.004675625255494564,0.006500764555375417,0.006500764555375417,0.004764116509774755,0.006500764555375417
000/000995.jams,-0.37886242113114105,-0.1124747292584125,0.008988783227254759,0.20609929793995085,-1.3626650118417107,-1.3626650118417107,0.3708617400852849,0.052372504827904995
000/000997.jams,-0.109892134070598,0.049582028850560414,0.1710455413362275,0.3941510691692861,0.03193585140325697,0.03193585140325697,-0.41645061984046766,-0.2853308973891275
000/000998.jams,0.04767099614616679,0.014355292977070054,0.0,0.005026239996700916,-0.13354885202019914,-0.13354885202019914,0.0,-0.13354885202019914
001/001039.jams,0.4079738086210081,-0.007613184109875213,-0.030696797222916385,-0.009261392921606465,-0.0032527652559740765,-0.0032527652559740765,-0.019108822947704676,-0.0032527652559740765
001/001040.jams,0.4232405652743187,-0.007694391790000759,-0.015430040569605924,0.02590490023233289,-0.0018553626073388465,-0.0018553626073388465,-0.0038420662943940928,-0.0018553626073388465
001/001066.jams,-0.4549687501487611,-0.47237067434479546,-0.47237067434479546,-0.44710558552125873,0.01477021450709246,0.01477021450709246,-0.47094168449767077,0.014038874534492462
001/001069.jams,0.04997920270779139,0.02974734339405193,0.02974734339405193,0.02249801962803803,0.02770647444804018,0.02770647444804018,0.011599996683792588,0.02770647444804018
001/001073.jams,-0.02656458545481593,-0.015430040569605924,-0.015430040569605924,-0.007109717317093994,-0.012803160622338399,-0.012803160622338399,-0.0038420662943940928,-0.012803160622338399
001/001075.jams,0.2855306388298642,0.0,0.013546531837947923,0.331337469005521,-0.16372013381887376,-0.16372013381887376,0.015500262374722604,0.013134482442996876
001/001082.jams,0.060421312338673726,0.05062607306996814,0.06711419585853703,0.04219738622320776,0.0245477315511307,0.0245477315511307,0.02907420910404295,0.03582138290225505
001/001083.jams,-0.014450994922265302,-0.0489096004809464,-0.4474589769712214,-0.020657505357840486,-0.027188423000418568,-0.027188423000418568,-0.028492210513016966,-0.027188423000418568
001/001087.jams,0.04305811380111438,0.19401061996662558,0.0,0.01021779528389105,0.006949376168552494,0.006949376168552494,0.01446350186824337,0.006949376168552494
001/001102.jams,0.08271375583017725,0.02345897282398896,0.03504694709920065,0.025265863495401445,0.040362533814802495,0.040362533814802495,0.03504694709920065,0.040362533814802495
001/001193.jams,0.01797104109132729,0.0,0.0,0.0016655996704660933,-0.004929993842365964,-0.004929993842365964,-0.007731636841243449,-0.004929993842365964
001/001195.jams,0.10175811571295917,0.0,-0.06588793565645709,-0.011133567820578397,-0.030066593777395154,-0.030066593777395154,-0.037979872707788395,-0.03214241579647126
001/001196.jams,0.016271612455442,0.0,-0.019899557437704947,-0.019348633286322962,-0.0050378626378516315,-0.0050378626378516315,-0.031366342663251556,-0.0050378626378516315
001/001197.jams,0.4512125774265464,0.4388842412332116,0.4388842412332116,0.43413445790933575,0.4359856057863759,0.4359856057863759,0.42963084110405536,0.4359856057863759
001/001249.jams,0.10116190584836887,-0.27096132160542274,0.11395618929708584,0.3126667647769827,0.09684177617145957,0.09684177617145957,0.2316512319668404,0.08513637902161991
001/001259.jams,0.13111596543319692,0.04692104738749238,0.058416686225322076,-0.1908121294541654,0.20768133790087662,0.20768133790087662,-0.22607340230194725,0.20645940643273264
001/001270.jams,0.05809346311760366,0.01962880674893263,0.01962880674893263,0.04752500305826695,0.06814137751680485,0.06814137751680485,0.05715350073470404,0.06814137751680485
