Item,Reference,Estimate
Albums-AnaBelen_Veneo-02.jams,200.0,100.07
Albums-AnaBelen_Veneo-15.jams,122.0,nan
Albums-Ballroom_Classics4-03.jams,58.0,86.42
Albums-Ballroom_Magic-18.jams,90.0,nan
Albums-Chrisanne2-12.jams,204.0,nan
Albums-Commitments-08.jams,164.0,81.05
Albums-Fire-09.jams,124.0,nan
Albums-Latin_Jam-13.jams,128.0,nan
Albums-Latin_Jam-14.jams,104.0,nan
Albums-Latin_Jam-15.jams,104.0,nan
Albums-Latin_Jam2-13.jams,128.0,nan
Albums-Latin_Jam2-14.jams,104.0,nan
Albums-Latin_Jam2-15.jams,104.0,nan
Albums-Latin_Jam3-11.jams,176.0,88.01
Albums-Latino_Latino-03.jams,202.0,100.15
Albums-Secret_Garden-05.jams,72.0,75.75
Albums-Step_By_Step-15.jams,102.0,203.34
Albums-Step_By_Step-16.jams,102.0,203.49
Albums-Step_By_Step-17.jams,102.0,203.32
Albums-Step_By_Step-18.jams,102.0,203.09
Media-103414.jams,124.0,nan
Media-103415.jams,124.0,nan
Media-103715.jams,68.0,136.83
Media-103905.jams,102.0,107.05
Media-104418.jams,208.0,103.22
Media-104705.jams,81.0,nan
Media-105007.jams,60.0,86.39
Media-105211.jams,161.0,78.34
Media-105411.jams,100.0,199.24
