T (BPM),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
36.0,0.019074464233093873,0.021930493875882286,0.09951503108860875,0.0006398008664093465,0.0006398008664093465,0.05097214121016727,0.11929974531718754,0.11373758225209671
37.0,0.019074464233093873,0.021930493875882286,0.09951503108860875,0.0006398008664093465,0.0006398008664093465,0.05097214121016727,0.11929974531718754,0.11373758225209671
38.0,0.22428612456518415,0.2110481658775942,0.139692835389178,0.003595584837093662,0.003595584837093662,0.2662632888600137,0.15659383414842326,0.15716040555755725
39.0,0.22428612456518415,0.2110481658775942,0.139692835389178,0.003595584837093662,0.003595584837093662,0.2662632888600137,0.15659383414842326,0.15716040555755725
40.0,0.19610737674420184,0.15182272165386604,0.204278416270455,0.041086192063096924,0.04108618949716546,0.20684694667571799,0.13092005923477013,0.13126000208025052
41.0,0.19610737674420184,0.15182272165386604,0.204278416270455,0.041086192063096924,0.04108618949716546,0.20684694667571799,0.13092005923477013,0.13126000208025052
42.0,0.19610737674420184,0.15182272165386604,0.204278416270455,0.041086192063096924,0.04108618949716546,0.20684694667571799,0.13092005923477013,0.13126000208025052
43.0,0.19610737674420184,0.15182272165386604,0.204278416270455,0.041086192063096924,0.04108618949716546,0.20684694667571799,0.13092005923477013,0.13126000208025052
44.0,0.19610737674420184,0.15182272165386604,0.204278416270455,0.041086192063096924,0.04108618949716546,0.20684694667571799,0.13092005923477013,0.13126000208025052
45.0,0.14105531669309943,0.115218809225616,0.1473872678420473,0.0294952849502118,0.02949528311740361,0.15151435711595826,0.09907725076822733,0.09560646586743551
46.0,0.14105531669309943,0.115218809225616,0.1473872678420473,0.0294952849502118,0.02949528311740361,0.15151435711595826,0.09907725076822733,0.09560646586743551
47.0,0.10995073083462621,0.0974944495769645,0.11467093649008242,0.022940777183498066,0.022940775757980585,0.11800395826885984,0.07721954222062472,0.0745200428533422
48.0,0.0995312502134482,0.09112170266270866,0.10346921344133797,0.02074588414802267,0.020745882865056936,0.10778315637628175,0.0704270921605374,0.06799754272998314
49.0,0.09272064119091476,0.09152458172146406,0.10195222360104231,0.057764748170553465,0.05776474700422098,0.13294018725588916,0.1039639518545076,0.10635764083309175
50.0,0.0709821846784105,0.05494493406047184,0.07680869763045843,0.030371548608205557,0.030371547997269495,0.07282782477432427,0.05787136033343477,0.05793497901239063
51.0,0.057899089859236405,0.052075207050672735,0.06495420002279499,0.024567185499430762,0.024567185005982404,0.060259598289551235,0.04815248560465201,0.04738224893898271
52.0,0.05221560761055465,0.04941298889502315,0.05841772257935772,0.022089959598808807,0.02208995915640683,0.0541944855702703,0.04333983281829168,0.04280522379353986
53.0,0.05221560761055465,0.04941298889502315,0.05841772257935772,0.022089959598808807,0.02208995915640683,0.0541944855702703,0.04333983281829168,0.04280522379353986
54.0,0.04556833745923458,0.04544519067505723,0.053049528489207985,0.01889413687333599,0.018894136495993124,0.05153709745568814,0.04078971501811907,0.06283784034266138
55.0,0.043821064599932076,0.04629877462765338,0.051794297718880805,0.013477628415440509,0.013477627740179573,0.062316480910937125,0.05587513374018605,0.07557602460224501
56.0,0.042651365079638556,0.053975082556802195,0.04986349799373478,0.011032171515818987,0.011032170967169476,0.058275312682379635,0.053354153822668435,0.06935543036766166
57.0,0.0382832441467767,0.050243868716072705,0.04473776741812083,0.009824149910119673,0.00982414942243122,0.051941934147872786,0.047567570717018386,0.062090265635579796
58.0,0.027953360913796993,0.04053758281450532,0.03894706962768368,0.008951922950164398,0.00895192249999044,0.03928451095669346,0.041395578609566476,0.05485560233646064
59.0,0.02798020260876219,0.05246284876739985,0.041403974326822045,0.007360341391078427,0.007360341025312086,0.03916818578979302,0.04368015296824621,0.04687112937352242
60.0,0.023871387820108714,0.059244428139344725,0.030492162188825604,0.004756957412253252,0.0047569572280886955,0.034329297542620346,0.03775458126781892,0.04049309898417413
61.0,0.02651205114371212,0.06693585571795076,0.029965263138781822,0.00394469166919052,0.003944691519634068,0.031139795863303493,0.03395647715837283,0.03897208138501784
62.0,0.02627392000304068,0.06651303634093807,0.02967002434367088,0.003903042030752679,0.0039030425547931973,0.0307408298046821,0.03352020406273065,0.03846937644531414
63.0,0.02604456267203581,0.06592215288756102,0.029293265446791887,0.0038571314616842756,0.003857131978874591,0.03040484330576928,0.03314788587417014,0.03803236319292901
64.0,0.024954667315201164,0.06404208164952666,0.028011834844212543,0.0036750383594337135,0.0036750388509251323,0.029030508341779507,0.031637250658334365,0.0362929147587373
65.0,0.022812821975441818,0.06089360379443048,0.02588209183833405,0.0033348903582143437,0.003334890257749148,0.02802475575303365,0.02846385877227641,0.03307363097483595
66.0,0.02136500149403404,0.0594171529514379,0.02560091279491551,0.0030950207734090724,0.0030950200929508024,0.026457183640047517,0.026733870046429825,0.031023445823184764
67.0,0.022467059677575087,0.05922297267065545,0.02667928987043465,0.004930661871819334,0.004930660766131268,0.027462847825656708,0.027707323867210927,0.03194923840164419
68.0,0.022161611718144424,0.06118774744303131,0.026233294154195584,0.004835534358423257,0.004835533273795914,0.02696449858054036,0.02908147896636276,0.03161293276531832
69.0,0.02156503351727071,0.05958264322333949,0.025158529117396144,0.0027074139487236063,0.002707412899084243,0.02475319921840345,0.026362090998539374,0.02864582507680575
70.0,0.018936914092447743,0.05743147405932343,0.02414161263746318,0.0026542566389884292,0.002654255247672602,0.02381977168785793,0.025433029762965017,0.027623723188464545
71.0,0.016749519509393414,0.05342412960347064,0.02054067985548009,0.0023058163268600625,0.002305815085437794,0.020580370854458067,0.022215349433429198,0.023995499272215292
72.0,0.014587042830144678,0.0518712219492195,0.01982292926357475,0.0019376281406538263,0.0019376271273242036,0.017454806563262395,0.018966373839777926,0.020346630596944866
73.0,0.013515170805954204,0.04805305139664785,0.017948573846142027,0.0017030386074565525,0.001703036951580567,0.01590315905236983,0.01699890141720901,0.01868643655386742
74.0,0.013071692952949677,0.04995100963155864,0.018204567018536684,0.001637430266896478,0.0016374286853490902,0.015025317050856512,0.01732107956333696,0.015935194559866996
75.0,0.011609380000343093,0.049125137174136156,0.01640669980615237,0.0015347610485496063,0.001534759487537894,0.011381364067367467,0.013334025425110346,0.011213147192975698
76.0,0.010764666295068202,0.04781058020775809,0.015574326578473153,0.001565364912393535,0.0015653633063132434,0.010461378766499933,0.012417933533895392,0.010210445286260554
77.0,0.010720624812402196,0.047552104207224125,0.015494049759517696,0.0015613505254750326,0.0015613489235991396,0.010470300841804333,0.012421733738080953,0.010164260311121491
78.0,0.010404130554869658,0.0466756701046624,0.015642705391305932,0.0014832727549622244,0.0014832710664119326,0.010045370931523401,0.011938097871503534,0.009779219865680049
79.0,0.009864742229446954,0.04007757143281608,0.01227940356653304,0.0013236622659924743,0.0013236608735110776,0.007923786024600516,0.00907698046799129,0.00877368453792372
80.0,0.009599108025286225,0.036163267461451515,0.011692073629708944,0.0019178922521837594,0.001917891000302426,0.00633609189934725,0.0075663565120585126,0.007308176720043481
81.0,0.00786350547493679,0.03262024113549208,0.011039406379987718,0.0017953191673294525,0.0017953179929781108,0.005426851893554376,0.006540793166864586,0.005542517506270723
82.0,0.007611179037484638,0.031329642606188965,0.010337836649173999,0.0016727266415751004,0.0016727253812154443,0.006626715132350622,0.007751486078461267,0.005340360737559345
83.0,0.0075867623069406425,0.031286113301457356,0.010345583291204564,0.0016685875292047551,0.0016685862709704949,0.0066151793341696725,0.007737324108010387,0.005330994171072815
84.0,0.007638651166146339,0.03129938214816306,0.01042200967656102,0.001686933941027354,0.0016869326677629915,0.0066675103868516555,0.00781618998186453,0.005377298270262578
85.0,0.007732791055571015,0.031201273345641174,0.010483938531062826,0.0017266783648461298,0.0017266772164946295,0.006175984675520543,0.007947240279749416,0.005313608097511886
86.0,0.007883664667717716,0.030697025453439483,0.010082209865251294,0.0017295825572904752,0.0017295816094521496,0.0063538077513141345,0.008086330756034833,0.005269563079019733
87.0,0.007156048229456689,0.02912816487946449,0.008958314537530727,0.0009559409016978527,0.0009559401634943969,0.005430748181180185,0.007109809981069182,0.004357155843415991
88.0,0.007253053782472366,0.029141815639312202,0.009028117481693592,0.000899732708681524,0.0008997320255850135,0.005291249677159226,0.0063418949430899966,0.004222468759277888
89.0,0.007015258948215699,0.027782677584187048,0.010252187779421114,0.0008333490304550717,0.0008333484083147654,0.006339459222157249,0.006268650583607011,0.004296346847921219
90.0,0.006534836642281927,0.028404215480552924,0.009691570333052301,0.0007288551632659614,0.0007288547326213711,0.00565928774823066,0.0060796140766014315,0.004427311095349065
91.0,0.00657400647401659,0.027314080984552135,0.010524667867408433,0.0007171568512443378,0.0007171564548686021,0.00559183325291999,0.006428393805427323,0.004846499001545905
92.0,0.006588907558224063,0.025582387340918236,0.009703488366505555,0.0007819129810521746,0.0007819125779090485,0.005720324383111784,0.006558927194950695,0.004949584810853469
93.0,0.0065951530145135755,0.025933168245721255,0.009740338820311828,0.0008004274769081348,0.0008004274355954199,0.005600457485228276,0.006603846172602934,0.004693725068641133
94.0,0.006660568675610084,0.024426666851154334,0.009325889798062101,0.0008152873587661435,0.0008152873162761234,0.005611751640365088,0.0060604371961606755,0.004661848808121448
95.0,0.006659086828186393,0.024597635747585347,0.009172868862520604,0.0008197761434635216,0.0008197761004158896,0.005652301673806492,0.006091181734346272,0.0046899329251292084
96.0,0.006681359103971353,0.02461399401130013,0.009139708982895834,0.0008172627513327192,0.0008172627084539015,0.005615110691819882,0.006069977538838522,0.004669631469346024
97.0,0.006778887414270404,0.024658850189095662,0.009700343684453867,0.0008155178256067352,0.0008155177828397266,0.005617386440365871,0.006150398583665636,0.0046752386387846736
98.0,0.0067803681509871795,0.0241671379713334,0.009672494185872802,0.0008090201068545443,0.000809020170517701,0.005554205786578338,0.006159126093068917,0.005119664079809013
99.0,0.00641225374451796,0.024361789040304185,0.009853211566687505,0.0008288177368770919,0.0008288177368770919,0.0056360513917891875,0.0062902035282058405,0.005205097828814011
100.0,0.005932599812083231,0.023401082441237817,0.009442058879902883,0.0003085150874127326,0.0003085150874127326,0.005725546884676347,0.006385813747618178,0.005192719720570985
101.0,0.006270844461414443,0.023882219205575563,0.00881624554015136,0.00032407212486557183,0.00032407212486557183,0.005673882121774466,0.007322528182342233,0.005150818965751999
102.0,0.007322347745734276,0.024533339688815263,0.010279219922819953,0.0003279444356570646,0.0003279444356570646,0.005101706464125165,0.006660108861097974,0.006233382706861506
103.0,0.00792985199130177,0.025207269741087182,0.010609080695082465,0.0003207168227033061,0.0003207168227033061,0.005391589824404045,0.006959466850212897,0.006490144064107193
104.0,0.007753755787377811,0.024827373534355837,0.010267376923963381,0.0003151588490364656,0.0003151588490364656,0.005691167358043828,0.0072551120140127955,0.006236118911152728
105.0,0.007830321495272671,0.024602172408062856,0.010039310537191653,0.000312020473499506,0.000312020473499506,0.005599382415455107,0.0071387171276279665,0.006138267618252916
106.0,0.008140641869592569,0.02512866272936356,0.01034348964300419,0.0003124868180253328,0.0003124868180253328,0.0058398558579530295,0.007400103181095848,0.00654463565136341
107.0,0.008257014078182575,0.025573073133389308,0.010674630578125009,0.00032951692057113714,0.00032951692057113714,0.005965275626768584,0.007577260139073408,0.006700636864749258
108.0,0.008250918602758731,0.0246705211830202,0.010751743422608899,0.0003374193768595653,0.0003374193768595653,0.006111792140402447,0.007747051166770348,0.006896088831086657
109.0,0.008570591264344105,0.025577997313887914,0.009835034447473917,0.0003557598333290445,0.0003557598333290445,0.005161263669594279,0.007940846311621112,0.0070310590798237215
110.0,0.009514513869309847,0.02474728913811474,0.00993783137105591,0.00038743836774652414,0.00038743836774652414,0.0057682708439777955,0.008443292360181699,0.007300439118345742
111.0,0.009966654368403573,0.025563879349438365,0.009309418308795971,0.0003887283659204744,0.0003887283659204744,0.006046212199794178,0.008294864676701642,0.007054142324946843
112.0,0.011087546013481327,0.02619206845770039,0.010210937231335543,0.0002935971897903279,0.0002935971897903279,0.006605927557226402,0.008831860771766214,0.006851304450125639
113.0,0.011310027688091098,0.02638979373567364,0.010393259954880872,0.00029009985630644913,0.00029009985630644913,0.007096050916455879,0.008531600528180791,0.006552202885547828
114.0,0.011214646129045784,0.026792061432500933,0.009333714679473807,0.0002749171823183348,0.0002749171823183348,0.006601656828533738,0.007946291741510543,0.006144125469077476
115.0,0.009514920432411209,0.024234351986858253,0.007501584081925235,0.00022678672350708354,0.00022678672350708354,0.005400141242108387,0.006469716470286451,0.005056107596598245
116.0,0.009187881781903481,0.02422198900456584,0.007226309619384433,0.00024182060926487172,0.00024182060926487172,0.005085634438733575,0.006068202295299618,0.004770860130551376
117.0,0.010155753735386942,0.02622897428967126,0.006576898565156783,0.000223904041317025,0.000223904041317025,0.004903043525828862,0.005246099880929916,0.004846446225751837
118.0,0.00906824595261844,0.024364553801690073,0.00537676702636537,0.00019806309246078976,0.00019806309246078976,0.004330137398305966,0.004479798649421587,0.003970866528460771
119.0,0.008969084814975168,0.023842063867162425,0.005883959442309228,0.00020622943213188485,0.00020622943213188485,0.004123529800779353,0.004242959705329444,0.0037484229078368074
120.0,0.008815254800559785,0.02468045425158487,0.005428060763160183,0.00019549448369099345,0.00019549448369099345,0.003831562589364333,0.004154148572038501,0.0034639006258219015
121.0,0.008561530504148485,0.02438157091047516,0.005171854229652748,0.00019159697615087794,0.00019159697615087794,0.0037567298729697164,0.003628986670454487,0.0034053463992063464
122.0,0.008268280293006065,0.024266206266711974,0.0046835650522117364,0.0003107968701014193,0.0003107968701014193,0.003678817306274488,0.0034900315821201457,0.0031481448645021893
123.0,0.008009687992813659,0.023778656741442115,0.00424549665836479,0.0003099972072042155,0.0003099972072042155,0.0034535827587942316,0.0031880922442979595,0.002874529544461866
124.0,0.008111538952890442,0.023962057475823854,0.004261429800832136,0.00031268436895909323,0.00031268436895909323,0.00322446997265047,0.0029036149430189543,0.0029094146165976526
125.0,0.008069414254556534,0.024066758430895435,0.004301811871665627,0.00031452329152851285,0.00031452329152851285,0.003235240313143732,0.0028986210154678073,0.0029099009449929966
126.0,0.007870216679917408,0.023791500861235833,0.00406016627384798,0.00032450774170951935,0.00032450774170951935,0.002963150498519784,0.002647985915994922,0.002637777079369513
127.0,0.00785966329121282,0.023849571154422922,0.004109597417161044,0.00032099039144351855,0.00032099039144351855,0.002971293791626869,0.0027309671040452676,0.002638618196424211
128.0,0.007877522691810539,0.02382648426893479,0.004105154700818094,0.0003197057130247419,0.0003197057130247419,0.002953562760615621,0.002714800699906296,0.0026230530221525634
129.0,0.007926647612743332,0.02375606756228056,0.004245477633910386,0.0003180215721206588,0.0003180215721206588,0.0029741726754878126,0.002774532460764491,0.0026560830425796525
130.0,0.00785307563001866,0.02512848595696672,0.004367710318221183,0.00031774444292163986,0.00031774444292163986,0.0029553520184120393,0.002861048891015109,0.002765735809471943
131.0,0.007891419478517606,0.02572676197549105,0.004566115096996182,0.0003119701164587316,0.0003119701164587316,0.0029390188592115017,0.0028838950388732332,0.0027599059865697165
132.0,0.007666977120738546,0.02558659899983433,0.004289373277754899,0.00031966423086315595,0.00031966423086315595,0.00272107739794662,0.0026907856509777476,0.0028069233172636075
133.0,0.007470975121473362,0.02519488074359735,0.004110466927746741,0.0003296709891859124,0.0003296709891859124,0.002490604186098864,0.002764293784089414,0.0028473609556211926
134.0,0.007304559406815404,0.024960722656260006,0.007876543823338907,0.0003400175373010436,0.0003400175373010436,0.0024362192028050387,0.0027047234078851684,0.0027925828666821367
135.0,0.00796091992768604,0.026528880758958043,0.008733702938378659,0.0003996431442235625,0.0003996431442235625,0.002555775174076866,0.002855801294445652,0.0029808662258721374
136.0,0.008110260343262355,0.0269734312735635,0.008937751512338797,0.00039975694863534473,0.00039975694863534473,0.002540367515778342,0.0029053352205599,0.003018788844873985
137.0,0.006642811497825418,0.025761660574356766,0.009587041108348068,0.0004530534317707032,0.0004530534317707032,0.0021792080457107947,0.0031161912174261382,0.002525573045732317
138.0,0.007705664793628682,0.030521749582325633,0.012481257295727998,0.0005783985218263518,0.0005783985218263518,0.0029151146199809914,0.00378194892330989,0.002930661416443726
139.0,0.00781710621336209,0.035660099011992984,0.012703951477204269,0.0006294622903173454,0.0006294622903173454,0.0031299913005029857,0.004200281720711976,0.0031512798728438457
140.0,0.007695240207137386,0.03864723517732571,0.01779945136702479,0.0007592061962537201,0.0007592061962537201,0.003910370926924386,0.00439438776756188,0.003936624504862649
141.0,0.008335676243243304,0.04042750549270328,0.02016532771656785,0.0008247218499795008,0.0008247218499795008,0.004185525780078297,0.00481632605021452,0.004193569615102455
142.0,0.008062582359545186,0.04151851255351889,0.0199679328768756,0.00034356023740320443,0.00034356023740320443,0.003540138982843143,0.0044826986853187326,0.003112798413874247
143.0,0.00809371323859603,0.04310663140616494,0.020694334035878104,0.0003618167629061121,0.0003618167629061121,0.0036689923891823147,0.004715791848244019,0.003233305470644529
144.0,0.008143738692786574,0.04305327111366954,0.02061233573794527,0.00036186741203334525,0.00036186741203334525,0.0037014944525926305,0.004737383346802661,0.0032873326753686412
145.0,0.008134157280663488,0.04305533303288442,0.020618746936123818,0.000362824436243868,0.000362824436243868,0.003706801056317201,0.004742689950527231,0.003292639279093211
146.0,0.008125650460447378,0.043044922543369286,0.02077356034066527,0.00032908551101879473,0.00032908551101879473,0.0037513938890049153,0.004764114937557147,0.0032939439533138104
147.0,0.008145377501859943,0.042989605809421225,0.020667086034187987,0.0003286304933718168,0.0003286304933718168,0.0037387523033057075,0.004445121991010788,0.0033065062464205488
148.0,0.008093135293748551,0.04371971157501438,0.02118910121993847,0.0003350757442224829,0.0003350757442224829,0.0038295470604416963,0.004556973839108174,0.003384415619746953
149.0,0.00788737051397066,0.044693727792307666,0.021154892418265014,0.0003428950453258263,0.0003428950453258263,0.003769624548889205,0.004359890679057576,0.00326678503025115
150.0,0.008246012398955286,0.04026956901068181,0.02244810849393001,0.00034705210977016224,0.00034705210977016224,0.003951706132224016,0.0041107656645453395,0.002794184683829921
151.0,0.008098517180926908,0.03873366015487394,0.023642731442489486,0.0003852049881377086,0.0003852049881377086,0.004175007478137324,0.004142787034507102,0.002836481675331753
152.0,0.009527545933215111,0.04147876099068247,0.02590896589731041,0.001856704518014698,0.001856704518014698,0.00440890214633972,0.005802583651757959,0.0027542418325896744
153.0,0.010135242857884454,0.04472148118687666,0.028553240895701534,0.002003684000557677,0.002003684000557677,0.0044566303837647704,0.005554853301776532,0.0026824011192725424
154.0,0.010414357908962545,0.04742567323855469,0.005355901738835435,0.0022297546188453786,0.0022297546188453786,0.004807251536794314,0.0058656199104634285,0.0028389130704503033
155.0,0.009894513506251892,0.050605764664093035,0.005933461861664386,0.0024606203344089924,0.0024606203344089924,0.005385288371119273,0.006440412207565026,0.0028763201389496677
156.0,0.010011175079043816,0.05446258099742817,0.006750668504395727,0.002985685714853361,0.002985685714853361,0.006064360579257229,0.00660832446842647,0.00286563323649126
157.0,0.010880653423135534,0.055113328961747435,0.007538670309877603,0.0034974429807300656,0.0034974429807300656,0.006976133882399708,0.007619824484583309,0.003063538273821299
158.0,0.011024085178620512,0.05189066493104199,0.0082660080214053,0.004029796423540819,0.004029796423540819,0.0036749449723442267,0.008325053153133028,0.002823200615868606
159.0,0.011396686317295146,0.041612116548366086,0.009699068548301524,0.004886583425218328,0.004886583425218328,0.00393642469015697,0.009163774467772544,0.0031055784057132437
160.0,0.018917761226758957,0.04331061193201175,0.006648259708159659,0.008986549278516309,0.008986549278516309,0.004672132774843338,0.01596115836401298,0.0041492519327976166
161.0,0.025398618582746956,0.04291892677566241,0.008737399176185594,0.012923147014631707,0.012923147014631707,0.005665328397260643,0.02094535698172819,0.004932353413312641
162.0,0.0381966709936286,0.05211475849512731,0.014724346293649571,0.023433453834788627,0.023433453834788627,0.009051127983255372,0.03498643754311023,0.006588383141298469
163.0,0.08582048094950866,0.07867898474883112,0.035157383596340144,0.06595958222635026,0.06595958222635026,0.015199033654227014,0.08624679644571377,0.010275539976886494
164.0,0.11986891483912522,0.10160108957284626,0.050281244552606075,0.09875358997957615,0.09875358997957615,0.017835730683506485,0.12493411700817932,0.00859653877531173
165.0,0.15844047510357043,0.1282863283913204,0.06529316373715575,0.13154863519908444,0.13154863519908444,0.022896123939321694,0.1656939723722188,0.010577201395062024
166.0,0.45631953897590855,0.3568431575759779,0.18052603795408945,0.39427893400489566,0.39427893400489566,0.05764037346591652,0.4766960541852716,0.0127489544254813
167.0,0.45631953897590855,0.3568431575759779,0.18052603795408945,0.39427893400489566,0.39427893400489566,0.05764037346591652,0.4766960541852716,0.0127489544254813
168.0,0.45631953897590855,0.3568431575759779,0.18052603795408945,0.39427893400489566,0.39427893400489566,0.05764037346591652,0.4766960541852716,0.0127489544254813
169.0,0.45631953897590855,0.3568431575759779,0.18052603795408945,0.39427893400489566,0.39427893400489566,0.05764037346591652,0.4766960541852716,0.0127489544254813
170.0,0.45631953897590855,0.3568431575759779,0.18052603795408945,0.39427893400489566,0.39427893400489566,0.05764037346591652,0.4766960541852716,0.0127489544254813
171.0,0.45631953897590855,0.3568431575759779,0.18052603795408945,0.39427893400489566,0.39427893400489566,0.05764037346591652,0.4766960541852716,0.0127489544254813
172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
