τ,1.0
0.0,0.0
0.005,0.2507163323782235
0.01,0.5186246418338109
0.015,0.7392550143266475
0.02,0.8624641833810889
0.025,0.9398280802292264
0.03,0.9713467048710601
0.035,0.9799426934097422
0.04,0.9856733524355301
0.045,0.9856733524355301
0.05,0.9885386819484241
0.055,0.9885386819484241
0.06,0.9914040114613181
0.065,0.9928366762177651
0.07,0.995702005730659
0.075,0.997134670487106
0.08,0.997134670487106
0.085,0.997134670487106
0.09,0.997134670487106
0.095,0.997134670487106
0.1,0.997134670487106
0.105,0.998567335243553
0.11,0.998567335243553
0.115,0.998567335243553
0.12,0.998567335243553
0.125,0.998567335243553
0.13,0.998567335243553
0.135,0.998567335243553
0.14,0.998567335243553
0.145,1.0
0.15,1.0
0.155,1.0
0.16,1.0
0.165,1.0
0.17,1.0
0.175,1.0
0.18,1.0
0.185,1.0
0.19,1.0
0.195,1.0
0.2,1.0
0.205,1.0
0.21,1.0
0.215,1.0
0.22,1.0
0.225,1.0
0.23,1.0
0.235,1.0
0.24,1.0
0.245,1.0
0.25,1.0
0.255,1.0
0.26,1.0
0.265,1.0
0.27,1.0
0.275,1.0
0.28,1.0
0.285,1.0
0.29,1.0
0.295,1.0
0.3,1.0
0.305,1.0
0.31,1.0
0.315,1.0
0.32,1.0
0.325,1.0
0.33,1.0
0.335,1.0
0.34,1.0
0.345,1.0
0.35,1.0
0.355,1.0
0.36,1.0
0.365,1.0
0.37,1.0
0.375,1.0
0.38,1.0
0.385,1.0
0.39,1.0
0.395,1.0
0.4,1.0
0.405,1.0
0.41,1.0
0.415,1.0
0.42,1.0
0.425,1.0
0.43,1.0
0.435,1.0
0.44,1.0
0.445,1.0
0.45,1.0
0.455,1.0
0.46,1.0
0.465,1.0
0.47,1.0
0.475,1.0
0.48,1.0
0.485,1.0
0.49,1.0
0.495,1.0
0.5,1.0
