T (BPM),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,1.0,1.0,1.0,1.0,1.0,1.0
12.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,1.0,1.0,1.0,1.0,1.0,1.0
14.0,1.0,1.0,1.0,1.0,1.0,1.0
15.0,1.0,1.0,1.0,1.0,1.0,1.0
16.0,1.0,1.0,1.0,1.0,1.0,1.0
17.0,1.0,1.0,1.0,1.0,1.0,1.0
18.0,1.0,1.0,1.0,1.0,1.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0
20.0,1.0,1.0,1.0,1.0,1.0,1.0
21.0,1.0,1.0,1.0,1.0,1.0,1.0
22.0,1.0,1.0,1.0,1.0,1.0,1.0
23.0,1.0,1.0,1.0,1.0,1.0,1.0
24.0,1.0,1.0,1.0,1.0,1.0,1.0
25.0,1.0,1.0,1.0,1.0,1.0,1.0
26.0,1.0,1.0,1.0,1.0,1.0,1.0
27.0,1.0,1.0,1.0,1.0,1.0,1.0
28.0,1.0,1.0,1.0,1.0,1.0,1.0
29.0,1.0,1.0,1.0,1.0,1.0,1.0
30.0,1.0,1.0,1.0,1.0,1.0,1.0
31.0,1.0,1.0,1.0,1.0,1.0,1.0
32.0,1.0,1.0,1.0,1.0,1.0,1.0
33.0,1.0,1.0,1.0,1.0,1.0,1.0
34.0,1.0,1.0,1.0,1.0,1.0,1.0
35.0,1.0,1.0,1.0,1.0,1.0,1.0
36.0,1.0,1.0,1.0,1.0,1.0,1.0
37.0,1.0,1.0,1.0,1.0,1.0,1.0
38.0,0.0,0.4281376004219055,0.4281376004219055,0.0,0.0,0.0
39.0,0.0,0.4281376004219055,0.4281376004219055,0.0,0.0,0.0
40.0,0.0,0.4281376004219055,0.4281376004219055,0.0,0.0,0.0
41.0,0.0,0.4281376004219055,0.4281376004219055,0.0,0.0,0.0
42.0,0.3333333333333333,0.4760458668073018,0.2684774200121562,0.3333333333333333,0.6666666666666666,0.6666666666666666
43.0,0.5798630802719681,0.5044966891959861,0.26267444204401086,0.556852122147878,0.5411600492618702,0.5411600492618702
44.0,0.5622740387916565,0.4889400251980486,0.2637951744013819,0.5376847386360168,0.523074877673182,0.523074877673182
45.0,0.6662782167279443,0.5987348376318465,0.2735334717950156,0.6781208071597787,0.6682676451150761,0.6682676451150761
46.0,0.7025161805700083,0.6389949878708261,0.2974470101419042,0.700712468780455,0.7101602397981237,0.7101602397981237
47.0,0.6848826927798135,0.6431742634092058,0.304838775736945,0.7036222968782697,0.7128097542694637,0.7128097542694637
48.0,0.6810490646296077,0.640499202741517,0.2963710319664743,0.6992681241697736,0.7082003744112121,0.7082003744112121
49.0,0.6854182555250925,0.6454238711971126,0.2995842156344897,0.7033877389071739,0.712197629556264,0.712197629556264
50.0,0.6908359044584734,0.6606761335298933,0.31700604434671076,0.7356507058801323,0.7338734860050267,0.7338734860050267
51.0,0.7200938328764492,0.6648642891331723,0.33187584231670636,0.7515674582997659,0.7550387767920816,0.7550387767920816
