T (BPM),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
54.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
55.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
56.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
57.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
58.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
59.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
60.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.8571428571428571
61.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.8571428571428571
62.0,0.875,0.8125,0.875,0.8125,0.625,0.8125,0.875,0.875,0.875,0.8125,0.875,0.875
63.0,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.6470588235294118,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8823529411764706
64.0,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.7058823529411765,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.9411764705882353
65.0,0.9473684210526315,0.8947368421052632,0.9473684210526315,0.8947368421052632,0.6842105263157895,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.9473684210526315,0.9473684210526315
66.0,0.95,0.9,0.95,0.9,0.7,0.9,0.9,0.9,0.9,0.9,0.95,0.95
67.0,0.95,0.9,0.95,0.9,0.7,0.9,0.9,0.9,0.9,0.9,0.95,0.95
68.0,0.95,0.9,0.95,0.9,0.7,0.9,0.9,0.9,0.9,0.9,0.95,0.95
69.0,1.0,0.95,1.0,0.95,0.75,0.95,0.95,0.95,0.95,0.95,1.0,1.0
70.0,0.9354838709677419,0.9032258064516129,0.9354838709677419,0.9032258064516129,0.7096774193548387,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9354838709677419,0.9354838709677419
71.0,0.9354838709677419,0.9032258064516129,0.9354838709677419,0.9032258064516129,0.7096774193548387,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9354838709677419,0.9354838709677419
72.0,0.9411764705882353,0.9117647058823529,0.9411764705882353,0.8823529411764706,0.7352941176470589,0.9117647058823529,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9117647058823529,0.9117647058823529
73.0,0.9444444444444444,0.9166666666666666,0.9444444444444444,0.8888888888888888,0.6944444444444444,0.9166666666666666,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9166666666666666,0.9166666666666666
74.0,0.9444444444444444,0.9166666666666666,0.9444444444444444,0.8888888888888888,0.6944444444444444,0.9166666666666666,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9166666666666666,0.9166666666666666
75.0,0.9347826086956522,0.9130434782608695,0.9347826086956522,0.8913043478260869,0.6086956521739131,0.9130434782608695,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.9130434782608695,0.9130434782608695
76.0,0.94,0.92,0.94,0.9,0.56,0.92,0.88,0.88,0.88,0.9,0.92,0.92
77.0,0.9482758620689655,0.9310344827586207,0.9482758620689655,0.9137931034482759,0.603448275862069,0.9310344827586207,0.896551724137931,0.896551724137931,0.896551724137931,0.9137931034482759,0.9310344827586207,0.9310344827586207
78.0,0.9508196721311475,0.9344262295081968,0.9508196721311475,0.9180327868852459,0.6229508196721312,0.9344262295081968,0.9016393442622951,0.9016393442622951,0.9016393442622951,0.9180327868852459,0.9344262295081968,0.9344262295081968
79.0,0.9516129032258065,0.9354838709677419,0.9516129032258065,0.9193548387096774,0.6129032258064516,0.9354838709677419,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9193548387096774,0.9354838709677419,0.9354838709677419
80.0,0.9230769230769231,0.9076923076923077,0.9230769230769231,0.8923076923076924,0.6,0.9076923076923077,0.8769230769230769,0.8769230769230769,0.8769230769230769,0.8923076923076924,0.9076923076923077,0.9076923076923077
81.0,0.9137931034482759,0.9137931034482759,0.9137931034482759,0.896551724137931,0.603448275862069,0.9137931034482759,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.896551724137931,0.896551724137931,0.896551724137931
82.0,0.9,0.9,0.9,0.8833333333333333,0.5833333333333334,0.9,0.85,0.85,0.85,0.8833333333333333,0.8833333333333333,0.8833333333333333
83.0,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.8666666666666667,0.5833333333333334,0.8833333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8666666666666667,0.8666666666666667,0.8666666666666667
84.0,0.8813559322033898,0.8813559322033898,0.8813559322033898,0.864406779661017,0.576271186440678,0.8813559322033898,0.847457627118644,0.847457627118644,0.847457627118644,0.864406779661017,0.864406779661017,0.864406779661017
