Item,Reference,Estimate
blues.00037.jams,114.0,75.53
blues.00047.jams,52.0,75.03
blues.00052.jams,50.0,74.96
blues.00056.jams,54.0,80.09
blues.00093.jams,66.0,58.02
classical.00001.jams,38.0,57.21
classical.00006.jams,92.0,95.68
classical.00032.jams,52.0,56.64
classical.00036.jams,70.0,45.55
classical.00037.jams,68.0,77.56
classical.00039.jams,69.0,84.79
classical.00041.jams,50.0,45.34
classical.00043.jams,65.0,60.8
classical.00044.jams,64.0,37.1
classical.00048.jams,88.0,65.2
classical.00053.jams,106.0,71.4
classical.00055.jams,61.0,57.97
classical.00056.jams,40.0,70.9
classical.00058.jams,70.0,67.12
classical.00062.jams,94.0,63.31
classical.00065.jams,82.0,123.51
classical.00070.jams,54.0,80.81
classical.00077.jams,47.0,44.47
classical.00080.jams,60.0,67.73
classical.00083.jams,83.0,79.63
classical.00094.jams,92.0,85.67
country.00069.jams,38.0,56.64
country.00097.jams,38.0,56.69
disco.00041.jams,53.0,79.74
disco.00047.jams,60.0,62.79
hiphop.00030.jams,90.0,205.35
hiphop.00084.jams,114.0,143.24
jazz.00014.jams,58.0,62.74
jazz.00017.jams,108.0,205.34
jazz.00019.jams,90.0,61.46
jazz.00026.jams,55.0,65.96
jazz.00029.jams,108.0,113.2
jazz.00030.jams,54.0,64.94
jazz.00031.jams,161.0,83.9
jazz.00047.jams,106.0,69.72
jazz.00049.jams,80.0,73.15
jazz.00056.jams,120.0,125.4
jazz.00090.jams,45.0,68.02
metal.00007.jams,152.0,70.55
metal.00020.jams,118.0,102.25
pop.00005.jams,86.0,55.48
pop.00053.jams,64.0,40.58
pop.00064.jams,125.0,130.61
reggae.00040.jams,93.0,55.8
reggae.00097.jams,53.0,78.9
rock.00013.jams,92.0,58.86
rock.00040.jams,114.0,54.0
rock.00069.jams,85.0,56.4
